"id","name","code","executive","employee","worker"
occupation_type_employee_381007,Auxiliar Matematico,381007,True,True,True,
occupation_type_employee_381008,"Ayudante, Contable",381008,True,True,True,
occupation_type_employee_381009,"Evaluador, Seguros/Primas",381009,True,True,True,
occupation_type_employee_381010,"Pasante, Abogado",381010,True,True,True,
occupation_type_employee_381011,"Pasante, Escribano",381011,True,True,True,
occupation_type_employee_381012,"Pasante, Notario",381012,True,True,True,
occupation_type_employee_381013,"Redactor, Polizas/Seguros",381013,True,True,True,
occupation_type_employee_381014,"Secretario, Juzgado, Tecnico",381014,True,True,True,
occupation_type_employee_381015,Tenedor De Libros,381015,True,True,True,
occupation_type_employee_382003,"Recaudador, Impuestos",382003,True,True,True,
occupation_type_employee_391001,Blasonistas,391001,True,True,True,
occupation_type_employee_391002,Decorador De Ambiente,391002,True,True,True,
occupation_type_employee_391003,"Decorador Proyectista, Cine Y Teatro",391003,True,True,True,
occupation_type_employee_391004,"Decorador, Escaparates",391004,True,True,True,
occupation_type_employee_391005,Decorador Exposiciones,391005,True,True,True,
occupation_type_employee_391006,"Decorador, Interiores",391006,True,True,True,
occupation_type_employee_391007,"Dibujante, Carteles",391007,True,True,True,
occupation_type_employee_391008,"Dibujante, Ilustraciones",391008,True,True,True,
occupation_type_employee_391009,"Dibujante, Interiores",391009,True,True,True,
occupation_type_employee_391010,"Dibujante, Moda",391010,True,True,True,
occupation_type_employee_391011,"Diseñador, Alfombras",391011,True,True,True,
occupation_type_employee_391012,"Diseñador, Decoracion De Interiores",391012,True,True,True,
occupation_type_employee_391013,"Diseñador, Decorador",391013,True,True,True,
occupation_type_employee_391014,"Diseñador, Decorador/Escenarios De Teatro",391014,True,True,True,
occupation_type_employee_391015,"Diseñador, Envases",391015,True,True,True,
occupation_type_employee_391016,"Diseñador, Escaparatista",391016,True,True,True,
occupation_type_employee_391017,"Diseñador, Exposiciones",391017,True,True,True,
occupation_type_employee_391018,"Diseñador, Grafico",391018,True,True,True,
occupation_type_employee_391019,"Diseñador, Heraldista",391019,True,True,True,
occupation_type_employee_391020,"Diseñador, Herreria Artistica",391020,True,True,True,
occupation_type_employee_391021,"Diseñador, Industrial",391021,True,True,True,
occupation_type_employee_391022,"Diseñador, Joyas",391022,True,True,True,
occupation_type_employee_391023,"Diseñador, Moda",391023,True,True,True,
occupation_type_employee_391024,"Diseñador, Muebles",391024,True,True,True,
occupation_type_employee_391025,"Diseñador, Orfebreria",391025,True,True,True,
occupation_type_employee_391026,"Diseñador, Piezas De Ceramica",391026,True,True,True,
occupation_type_employee_391027,"Diseñador, Prendas De Vestir",391027,True,True,True,
occupation_type_employee_391028,"Diseñador, Productos Comerciales",391028,True,True,True,
occupation_type_employee_391029,"Diseñador, Productos Industriales",391029,True,True,True,
occupation_type_employee_391030,"Diseñador, Telas Y Tejidos",391030,True,True,True,
occupation_type_employee_391031,Escaparatista Decorador,391031,True,True,True,
occupation_type_employee_391032,Heraldista,391032,True,True,True,
occupation_type_employee_391033,"Pintor, Tatuajes",391033,True,True,True,
occupation_type_employee_392001,Anfitrion,392001,True,True,True,
occupation_type_employee_392002,"Comentarista-Entrevistador, Television - Radio",392002,True,True,True,
occupation_type_employee_392003,"Cronista, Noticiarios",392003,True,True,True,
occupation_type_employee_392004,"Locutor, Noticias",392004,True,True,True,
occupation_type_employee_392005,"Locutor, Radio",392005,True,True,True,
occupation_type_employee_392006,"Locutor, Television",392006,True,True,True,
occupation_type_employee_392007,Presentador-Animador,392007,True,True,True,
occupation_type_employee_392008,"Presentador-Animador, Espectaculos Publicos",392008,True,True,True,
occupation_type_employee_392009,Tecnico En Comunicacion,392009,True,True,True,
occupation_type_employee_393001,Acrobata,393001,True,True,True,
occupation_type_employee_393002,"Amaestrador, Elefantes",393002,True,True,True,
occupation_type_employee_393003,"Amaestrador, Fieras",393003,True,True,True,
occupation_type_employee_393004,"Artista, Marionetas",393004,True,True,True,
occupation_type_employee_393005,"Artista, Strip-Tease",393005,True,True,True,
occupation_type_employee_393006,"Artista, Trapecio",393006,True,True,True,
occupation_type_employee_393007,"Caballista, Circo",393007,True,True,True,
occupation_type_employee_393008,Comico,393008,True,True,True,
occupation_type_employee_393009,"Comico, Circo",393009,True,True,True,
occupation_type_employee_393010,Contorsionista,393010,True,True,True,
occupation_type_employee_393011,"Domador, Circo",393011,True,True,True,
occupation_type_employee_393012,"Domador, Fieras",393012,True,True,True,
occupation_type_employee_393013,"Encantador, Serpientes",393013,True,True,True,
occupation_type_employee_393014,Equilibrista,393014,True,True,True,
occupation_type_employee_393015,"Extras, Dobles",393015,True,True,True,
occupation_type_employee_393016,Funambulo,393016,True,True,True,
occupation_type_employee_393017,Hipnotizador,393017,True,True,True,
occupation_type_employee_393018,Ilusionista,393018,True,True,True,
occupation_type_employee_393019,Imitador,393019,True,True,True,
occupation_type_employee_393020,"Imitador, Ruidos De Animales",393020,True,True,True,
occupation_type_employee_393021,Mago,393021,True,True,True,
occupation_type_employee_393022,Malabarista,393022,True,True,True,
occupation_type_employee_393023,Payaso,393023,True,True,True,
occupation_type_employee_393024,Prestidigitador,393024,True,True,True,
occupation_type_employee_393025,Titiritero,393025,True,True,True,
occupation_type_employee_393026,Trapecista,393026,True,True,True,
occupation_type_employee_393027,Vedette,393027,True,True,True,
occupation_type_employee_393028,Ventrilocuo,393028,True,True,True,
occupation_type_employee_393029,Volatinero,393029,True,True,True,
occupation_type_employee_393030,"Otros, Payasos, Acrobatas Y Afines",393030,True,True,True,
occupation_type_employee_394001,"Arbitro, Deportivo",394001,True,True,True,
occupation_type_employee_394002,Atleta,394002,True,True,True,
occupation_type_employee_394003,"Automovilista, Carreras",394003,True,True,True,
occupation_type_employee_394004,Banderillero,394004,True,True,True,
occupation_type_employee_394005,Basketbolista,394005,True,True,True,
occupation_type_employee_394006,Boxeador,394006,True,True,True,
occupation_type_employee_394007,Catchascanista,394007,True,True,True,
occupation_type_employee_394008,"Corredor, Ciclista",394008,True,True,True,
occupation_type_employee_394009,"Deportista, Profesional",394009,True,True,True,
occupation_type_employee_394010,"Entrenador, Artes Marciales",394010,True,True,True,
occupation_type_employee_394011,"Entrenador, Atletismo",394011,True,True,True,
occupation_type_employee_394012,"Entrenador, Boxeo",394012,True,True,True,
occupation_type_employee_394013,"Entrenador, Golf",394013,True,True,True,
occupation_type_employee_394014,"Entrenador, Lucha",394014,True,True,True,
occupation_type_employee_394015,"Entrenador, Yoga",394015,True,True,True,
occupation_type_employee_394016,Futbolista,394016,True,True,True,
occupation_type_employee_394017,Jockey,394017,True,True,True,
occupation_type_employee_394018,"Juez, Boxeo",394018,True,True,True,
occupation_type_employee_394019,"Juez, Cancha",394019,True,True,True,
occupation_type_employee_394020,"Juez, Salida/Carreras",394020,True,True,True,
occupation_type_employee_394021,Luchador,394021,True,True,True,
occupation_type_employee_394022,"Monitor, Cultura Fisico",394022,True,True,True,
occupation_type_employee_394023,"Picador, Toros",394023,True,True,True,
occupation_type_employee_394024,"Piloto, Carreras/Automoviles",394024,True,True,True,
occupation_type_employee_394025,"Profesor, Ajedrez",394025,True,True,True,
occupation_type_employee_394026,"Profesor, Billar",394026,True,True,True,
occupation_type_employee_394027,Torero,394027,True,True,True,
occupation_type_employee_394028,Voleibolista,394028,True,True,True,
occupation_type_employee_394029,"Otros, Atletas, Deportistas Y Afines",394029,True,True,True,
occupation_type_employee_395001,Acolito,395001,True,True,True,
occupation_type_employee_395002,"Ayudante, Culto",395002,True,True,True,
occupation_type_employee_395003,Diaconisa,395003,True,True,True,
occupation_type_employee_395004,Diacono,395004,True,True,True,
occupation_type_employee_395005,Evangelizador,395005,True,True,True,
occupation_type_employee_395006,Fraile,395006,True,True,True,
occupation_type_employee_395007,"Miembro, Ejercito De Salvacion",395007,True,True,True,
occupation_type_employee_395008,"Monja, Nivel Medio",395008,True,True,True,
occupation_type_employee_395009,"Monje, Nivel Medio",395009,True,True,True,
occupation_type_employee_395010,"Predicador, Seglar",395010,True,True,True,
occupation_type_employee_396001,"Bailarin, Peðas, Salsodromos, Restaurantes Turisticos",396001,True,True,True,
occupation_type_employee_396004,"Musico, Peðas, Salsodromos, Restaurantes Turisticos",396004,True,True,True,
occupation_type_employee_396005,Musico Ambulante,396005,True,True,True,
occupation_type_employee_396007,Cantor Ambulante,396007,True,True,True,
occupation_type_employee_411009,"Encargado Del Servicio De Mantenimiento De Tramites, Etc.",411009,True,True,True,
occupation_type_employee_413001,Mecanografa - Dactilografa,413001,True,True,True,
occupation_type_employee_413002,"Mecanografa, Estadisticas",413002,True,True,True,
occupation_type_employee_413003,"Mecanografa, Estenografia",413003,True,True,True,
occupation_type_employee_413004,"Mecanografa, Facturas",413004,True,True,True,
occupation_type_employee_413005,"Mecanografa, Maquina Perforadora",413005,True,True,True,
occupation_type_employee_413006,"Mecanografa, Taquigrafia",413006,True,True,True,
occupation_type_employee_413007,"Mecanografa, Textos",413007,True,True,True,
occupation_type_employee_413008,Oficinista-Mecanografa,413008,True,True,True,
occupation_type_employee_413009,Secretaria,413009,True,True,True,
occupation_type_employee_413010,"Secretaria, Bilingue",413010,True,True,True,
occupation_type_employee_413011,"Secretaria, Comercial",413011,True,True,True,
occupation_type_employee_413014,"Secretaria, Medico",413014,True,True,True,
occupation_type_employee_413015,Secretaria-Mecanografa,413015,True,True,True,
occupation_type_employee_413016,"Secretaria, Otros",413016,True,True,True,
occupation_type_employee_413017,Secretaria-Taquigrafa,413017,True,True,True,
occupation_type_employee_413018,Secretaria-Taquimecanografa,413018,True,True,True,
occupation_type_employee_413019,Taquigrafa,413019,True,True,True,
occupation_type_employee_413020,Taquimecanografa,413020,True,True,True,
occupation_type_employee_413021,Mecanografica En Domicilio,413021,True,True,True,
occupation_type_employee_414001,"Operador De Maquina, Tratamiento De Texto",414001,True,True,True,
occupation_type_employee_414002,"Operador, Telefax",414002,True,True,True,
occupation_type_employee_414003,"Operador, Telegrafo",414003,True,True,True,
occupation_type_employee_414004,"Operador, Teleimpresora",414004,True,True,True,
occupation_type_employee_414005,"Teletipista, Telex",414005,True,True,True,
occupation_type_employee_415001,Digitador,415001,True,True,True,
occupation_type_employee_415002,"Controlador, Perforaciones",415002,True,True,True,
occupation_type_employee_415003,"Operador, Entrada De Datos/Clasificadora",415003,True,True,True,
occupation_type_employee_415004,"Operador, Entrada De Datos/Computadoras",415004,True,True,True,
occupation_type_employee_415005,"Operador, Entrada De Datos/Convertidor (De Cintas A Tarjeta",415005,True,True,True,
occupation_type_employee_415006,"Operador, Entrada De Datos/Maquina Convertidora (De Cintas",415006,True,True,True,
occupation_type_employee_415007,"Operador, Entrada De Datos/Maquina Convertidora (De Tarjeta",415007,True,True,True,
occupation_type_employee_415008,"Operador, Entrada De Datos/Maquina Perforadoras (Cintas)",415008,True,True,True,
occupation_type_employee_415009,"Operador, Entrada De Datos/Maquina Perforadoras (Tarjetas Y",415009,True,True,True,
occupation_type_employee_415010,"Operador, Entrada De Datos/Maquina Perforadoras (Teclado)",415010,True,True,True,
occupation_type_employee_415011,"Operador, Entrada De Datos/Tabuladora",415011,True,True,True,
occupation_type_employee_415012,"Operador, Entrada De Datos/Transcripcion De Perforaciones (",415012,True,True,True,
occupation_type_employee_415013,Verificador Del Operador De Maquina Perforadora De Tarjetas,415013,True,True,True,
occupation_type_employee_415014,Tipeo Por Computadora,415014,True,True,True,
occupation_type_employee_416001,Calculista A Maquina,416001,True,True,True,
occupation_type_employee_416002,"Operador, Calculadora",416002,True,True,True,
occupation_type_employee_416003,"Operador, Computadora",416003,True,True,True,
occupation_type_employee_416004,"Operador, Maquina De Contabilidad",416004,True,True,True,
occupation_type_employee_416005,"Operador, Maquina De Preparar Facturas",416005,True,True,True,
occupation_type_employee_416006,"Operador, Maquina Franqueadora",416006,True,True,True,
occupation_type_employee_416007,"Operador, Maquina Contable",416007,True,True,True,
occupation_type_employee_416008,"Operador, Maquina De Llevar Libros",416008,True,True,True,
occupation_type_employee_416009,"Operador, Maquina De Sumar",416009,True,True,True,
occupation_type_employee_417001,"Operador, Maquina Clasificadora Y Tabulados",417001,True,True,True,
occupation_type_employee_417002,"Operador,Ordenador Electronico",417002,True,True,True,
occupation_type_employee_417003,Otros Operadores De Maquinas Para El Tratamiento Automatico,417003,True,True,True,
occupation_type_employee_418021,Listero,418021,True,True,True,
occupation_type_employee_419001,"Amanuense, Estadistica",419001,True,True,True,
occupation_type_employee_419002,Critico-Codificador,419002,True,True,True,
occupation_type_employee_421001,Almacenero,421001,True,True,True,
occupation_type_employee_423007,Escribiente De Abogado,423007,True,True,True,
occupation_type_employee_423008,Escribiente De Notario,423008,True,True,True,
occupation_type_employee_423009,Escribiente De Procurador,423009,True,True,True,
occupation_type_employee_423010,Escribiente Publico,423010,True,True,True,
occupation_type_employee_423011,Recopilador De Directorios Y Guias,423011,True,True,True,
occupation_type_employee_423012,"Secretario De Juzgado, Empleado De Oficina",423012,True,True,True,
occupation_type_employee_423013,"Tramitadores (Redactan Cartas, Llenador Formularios, Etc)",423013,True,True,True,
occupation_type_employee_423014,Controlador De Tarjetas De Personal,423014,True,True,True,
occupation_type_employee_423015,Tramitador De Oficina,423015,True,True,True,
occupation_type_employee_432001,"Agente De Los Servicios De Mercancias, Ferrocarriles",432001,True,True,True,
occupation_type_employee_432002,"Agente De Los Servicios De Transporte De Carga, Ferrocarril",432002,True,True,True,
occupation_type_employee_435002,Controladores De Coche-Cama,435002,True,True,True,
occupation_type_employee_435003,Controlador De Vagones De Lujo Y Pullman,435003,True,True,True,
occupation_type_employee_435004,"Otros Jefes De Tren, Cobradores.",435004,True,True,True,
occupation_type_employee_436001,"Agente, Ferrocarril/Mercancias",436001,True,True,True,
occupation_type_employee_436029,"Encargado, Servicios/Ferrocarril (Deposito)",436029,True,True,True,
occupation_type_employee_436030,"Encargado, Servicios/Muelle",436030,True,True,True,
occupation_type_employee_436031,"Encargado, Servicios/Transbordador",436031,True,True,True,
occupation_type_employee_436032,"Encargado, Servicios/Transporte Por Carretera (Trafico)",436032,True,True,True,
occupation_type_employee_436033,"Inspector, Servicios/Barcaza",436033,True,True,True,
occupation_type_employee_436034,"Inspector, Servicios/Carga",436034,True,True,True,
occupation_type_employee_436035,"Inspector, Servicios/Transporte Por Carretera",436035,True,True,True,
occupation_type_employee_436036,"Inspector, Servicios/Transporte Por Ferrocarril",436036,True,True,True,
occupation_type_employee_442001,"Archivero, De Museo",442001,True,True,True,
occupation_type_employee_442002,"Asistente, Biblioteca",442002,True,True,True,
occupation_type_employee_442003,Ayudante De Biblioteca,442003,True,True,True,
occupation_type_employee_443001,Cartero,443001,True,True,True,
occupation_type_employee_443002,"Clasificador, Correspondencia",443002,True,True,True,
occupation_type_employee_443005,"Encargado, Entrega De Encomiendas A Domicilio",443005,True,True,True,
occupation_type_employee_443006,"Encomendero, Reparto De Encomiendas",443006,True,True,True,
occupation_type_employee_443007,"Estafetero, Recibidor De Cargas/Correo",443007,True,True,True,
occupation_type_employee_443008,"Mandadero, Oficina/Conserje De Oficina",443008,True,True,True,
occupation_type_employee_443009,"Mensajero, Correspondencia",443009,True,True,True,
occupation_type_employee_443010,Portapliego De Oficina,443010,True,True,True,
occupation_type_employee_444001,"Corrector, Pruebas De Imprenta",444001,True,True,True,
occupation_type_employee_451001,"Cajero, Almacen/Autoservicio",451001,True,True,True,
occupation_type_employee_451002,"Cajero, Apuestas",451002,True,True,True,
occupation_type_employee_451003,"Cajero, Banco",451003,True,True,True,
occupation_type_employee_451004,"Cajero, Cobrador De Peajes",451004,True,True,True,
occupation_type_employee_451005,"Cajero, Contabilidad De Caja",451005,True,True,True,
occupation_type_employee_451006,"Cajero, Empresa/Almacen",451006,True,True,True,
occupation_type_employee_451007,"Cajero, Hotel",451007,True,True,True,
occupation_type_employee_451008,"Cajero, Mostrador",451008,True,True,True,
occupation_type_employee_451009,"Cajero, Oficina",451009,True,True,True,
occupation_type_employee_451010,"Cajero, Restaurante",451010,True,True,True,
occupation_type_employee_451011,"Cajero, Tienda",451011,True,True,True,
occupation_type_employee_451012,"Cajero, Venta De Billetes",451012,True,True,True,
occupation_type_employee_451013,"Cambista, Compra-Ventade Dolares",451013,True,True,True,
occupation_type_employee_451018,Expendedor De Giros Postales,451018,True,True,True,
occupation_type_employee_451019,Taquillero,451019,True,True,True,
occupation_type_employee_451020,Tesorero,451020,True,True,True,
occupation_type_employee_451021,Vendedor De Estampillas,451021,True,True,True,
occupation_type_employee_452001,"Prestamista, Dinero",452001,True,True,True,
occupation_type_employee_452002,"Prestamista, Prendario",452002,True,True,True,
occupation_type_employee_453001,"Cobrador A Domicilio, Ventas A Plazos",453001,True,True,True,
occupation_type_employee_453002,"Cobrador, Alquileres",453002,True,True,True,
occupation_type_employee_453003,Cobrador Contribuciones,453003,True,True,True,
occupation_type_employee_453004,"Cobrador, Deudas",453004,True,True,True,
occupation_type_employee_453005,Cobrador Espectaculos,453005,True,True,True,
occupation_type_employee_453006,"Cobrador, Facturas",453006,True,True,True,
occupation_type_employee_453007,"Cobrador, Impuestos",453007,True,True,True,
occupation_type_employee_453008,"Cobrador, Peaje",453008,True,True,True,
occupation_type_employee_453009,"Cobrador, Seguros",453009,True,True,True,
occupation_type_employee_454009,Recepcionista,454009,True,True,True,
occupation_type_employee_454010,"Recepcionista, Dentista",454010,True,True,True,
occupation_type_employee_454011,"Recepcionista, Hospital/Consultorio Medico",454011,True,True,True,
occupation_type_employee_454012,"Recepcionista, Hotel",454012,True,True,True,
occupation_type_employee_454013,"Recepcionista, Medico",454013,True,True,True,
occupation_type_employee_455001,"Operadora, Central Telefonica",455001,True,True,True,
occupation_type_employee_455002,"Radio-Telefonista, Estaciones Terrestres",455002,True,True,True,
occupation_type_employee_455003,"Telefonista, Publica O Privada",455003,True,True,True,
occupation_type_employee_456001,"Crupier, Sala De Juego",456001,True,True,True,
occupation_type_employee_456002,Recibidor De Apuestas,456002,True,True,True,
occupation_type_employee_461001,Encuestadores,461001,True,True,True,
occupation_type_employee_461002,Empadronadores,461002,True,True,True,
occupation_type_employee_461003,Recopilador De Informacion Estadistica,461003,True,True,True,
occupation_type_employee_461004,Registradores,461004,True,True,True,
occupation_type_employee_461005,Supervisor De Campo,461005,True,True,True,
occupation_type_employee_462001,Auxiliar De Oficina,462001,True,True,True,
occupation_type_employee_462007,Segmentista,462007,True,True,True,
occupation_type_employee_511001,"Ayudante, Vuelo",511001,True,True,True,
occupation_type_employee_511002,"Aeromoza, Camarera De Avion",511002,True,True,True,
occupation_type_employee_511003,"Azafata, Aeropuerto",511003,True,True,True,
occupation_type_employee_511004,"Azafata, Avion",511004,True,True,True,
occupation_type_employee_511005,"Azafata, Informacion/Aeropuerto",511005,True,True,True,
occupation_type_employee_511006,"Camarero, Barco",511006,True,True,True,
occupation_type_employee_511007,"Fly Hostess, Aeromoza",511007,True,True,True,
occupation_type_employee_511008,Pursers,511008,True,True,True,
occupation_type_employee_511009,"Tripulante, Cabina/Pasajeros",511009,True,True,True,
occupation_type_employee_512001,"Guia, Excursiones",512001,True,True,True,
occupation_type_employee_512002,"Guia, Expedicion De Caza",512002,True,True,True,
occupation_type_employee_512003,"Guia, Galeria De Arte",512003,True,True,True,
occupation_type_employee_512004,"Guia, Museos",512004,True,True,True,
occupation_type_employee_512005,"Guia, Turismo",512005,True,True,True,
occupation_type_employee_512006,"Guia, Viajes/Andinismo",512006,True,True,True,
occupation_type_employee_512007,"Guia, Viajes/Autobus",512007,True,True,True,
occupation_type_employee_512008,"Guia, Viajes/Establecimientos Industriales",512008,True,True,True,
occupation_type_employee_512009,"Guia, Viajes/Galeria De Arte",512009,True,True,True,
occupation_type_employee_512010,"Guia, Viajes/Local",512010,True,True,True,
occupation_type_employee_512011,"Guia, Viajes/Montaðismo",512011,True,True,True,
occupation_type_employee_512012,"Guia, Viajes/Museos",512012,True,True,True,
occupation_type_employee_512013,"Guia, Viajes/Parques Naturales Y Reservas Nacionales",512013,True,True,True,
occupation_type_employee_512014,"Guia, Viajes/Pesca",512014,True,True,True,
occupation_type_employee_512015,"Guia, Viajes/Reserva De Caza",512015,True,True,True,
occupation_type_employee_512016,"Guia, Viajes/Safari",512016,True,True,True,
occupation_type_employee_512017,"Guia, Viajes/Teatro Y Monumentos",512017,True,True,True,
occupation_type_employee_521001,"Economo, Hosteleria",521001,True,True,True,
occupation_type_employee_521002,"Jefe De Personal De Servidumbre, Barco",521002,True,True,True,
occupation_type_employee_521003,Jefe De Camareros,521003,True,True,True,
occupation_type_employee_521004,Maitre,521004,True,True,True,
occupation_type_employee_521005,Maestresala,521005,True,True,True,
occupation_type_employee_521006,"Mayordomo, Excepto Hogar Particular",521006,True,True,True,
occupation_type_employee_522001,"Cocinero, Barco",522001,True,True,True,
occupation_type_employee_522002,"Cocinero, Chef",522002,True,True,True,
occupation_type_employee_522003,"Cocinero, Conservacion De Alimentos",522003,True,True,True,
occupation_type_employee_522004,"Cocinero, Dietas Especiales",522004,True,True,True,
occupation_type_employee_522005,"Cocinero, Vegetales",522005,True,True,True,
occupation_type_employee_523001,"Azafata, Servicio De Comidas/Personal",523001,True,True,True,
occupation_type_employee_523002,Barman,523002,True,True,True,
occupation_type_employee_523003,Mozo,523003,True,True,True,
occupation_type_employee_531001,"Auxiliar, Enfermeria",531001,True,True,True,
occupation_type_employee_531002,"Auxiliar, Enfermeria/Primeros Auxilios",531002,True,True,True,
occupation_type_employee_531003,"Auxiliar, Hospitalario",531003,True,True,True,
occupation_type_employee_531004,"Ayudante, Ambulancia",531004,True,True,True,
occupation_type_employee_531005,"Ayudante, Enfermeria",531005,True,True,True,
occupation_type_employee_531006,"Ayudante, Enfermeria/Ambulancia",531006,True,True,True,
occupation_type_employee_531007,"Ayudante, Enfermeria/Clinica",531007,True,True,True,
occupation_type_employee_531008,"Ayudante, Enfermeria/Hospital",531008,True,True,True,
occupation_type_employee_531009,Camillero,531009,True,True,True,
occupation_type_employee_531010,"Enfermero, Ambulancia",531010,True,True,True,
occupation_type_employee_531011,"Ayudante, Enfermeria/Domicilio",531011,True,True,True,
occupation_type_employee_531012,"Ayudante, Consultorio Dental",531012,True,True,True,
occupation_type_employee_541001,Callista,541001,True,True,True,
occupation_type_employee_541002,Capilicultor,541002,True,True,True,
occupation_type_employee_541003,Cosmetologo,541003,True,True,True,
occupation_type_employee_541004,"Especialista, Tratamientos De Belleza",541004,True,True,True,
occupation_type_employee_541005,Estilista,541005,True,True,True,
occupation_type_employee_541006,Manicurista,541006,True,True,True,
occupation_type_employee_541007,"Maquillador, Cine",541007,True,True,True,
occupation_type_employee_541008,"Maquillador, Salon",541008,True,True,True,
occupation_type_employee_541009,"Maquillador, Teatro",541009,True,True,True,
occupation_type_employee_541010,Masajista Estetico,541010,True,True,True,
occupation_type_employee_541011,Pedicurista,541011,True,True,True,
occupation_type_employee_541012,Peinadora,541012,True,True,True,
occupation_type_employee_541013,"Peluquero, Caballeros",541013,True,True,True,
occupation_type_employee_541014,"Peluquero, Seðoras",541014,True,True,True,
occupation_type_employee_541015,Peluquero-Barbero,541015,True,True,True,
occupation_type_employee_551001,Amortajador,551001,True,True,True,
occupation_type_employee_551002,Embalsamador,551002,True,True,True,
occupation_type_employee_551003,"Empleado, Pompas Funebres/Agencia Funeraria",551003,True,True,True,
occupation_type_employee_551004,"Empresario, Pompas Funebres",551004,True,True,True,
occupation_type_employee_551005,Organizador De Pompas Funebres,551005,True,True,True,
occupation_type_employee_551006,Tramitador De Documentos Para Sepelio,551006,True,True,True,
occupation_type_employee_552001,Maniqui,552001,True,True,True,
occupation_type_employee_552002,Modelo De Fotografia,552002,True,True,True,
occupation_type_employee_552003,"Modelo, Artista",552003,True,True,True,
occupation_type_employee_552004,"Modelo, Escultores",552004,True,True,True,
occupation_type_employee_552005,"Modelo, Modas",552005,True,True,True,
occupation_type_employee_552006,"Modelo, Pintores",552006,True,True,True,
occupation_type_employee_552007,"Modelo, Publicidad",552007,True,True,True,
occupation_type_employee_553001,Astrologo,553001,True,True,True,
occupation_type_employee_553002,Cartomantico,553002,True,True,True,
occupation_type_employee_553003,Geomantico,553003,True,True,True,
occupation_type_employee_553004,Numerologo,553004,True,True,True,
occupation_type_employee_553005,Numeromantico,553005,True,True,True,
occupation_type_employee_553006,Oniromantico,553006,True,True,True,
occupation_type_employee_553007,Quiromantico,553007,True,True,True,
occupation_type_employee_561001,Bombero,561001,True,True,True,
occupation_type_employee_561002,"Bombero, Accidentes De Aviacion",561002,True,True,True,
occupation_type_employee_561003,"Bombero, Aeropuertos",561003,True,True,True,
occupation_type_employee_561004,"Bombero, Forestal",561004,True,True,True,
occupation_type_employee_561006,"Especialista, Salvamento/Incendios (Desastres)",561006,True,True,True,
occupation_type_employee_562001,Alguaciles,562001,True,True,True,
occupation_type_employee_562002,Policia Municipal,562002,True,True,True,
occupation_type_employee_562003,Serenazgo,562003,True,True,True,
occupation_type_employee_563001,Carcelero,563001,True,True,True,
occupation_type_employee_563002,"Guardian, Carcel",563002,True,True,True,
occupation_type_employee_563003,"Guardian, Prision, Establecimiento Penal",563003,True,True,True,
occupation_type_employee_563004,Vigilante De Establecimiento Penal Y Otros Centros Tutelare,563004,True,True,True,
occupation_type_employee_564001,Custodio,564001,True,True,True,
occupation_type_employee_564002,Guardaespalda,564002,True,True,True,
occupation_type_employee_564003,Guardia De Seguridad (Privados),564003,True,True,True,
occupation_type_employee_564004,Policia Particular,564004,True,True,True,
occupation_type_employee_564005,Vigilante De Seguridad (Privados),564005,True,True,True,
occupation_type_employee_565001,Detective Privado,565001,True,True,True,
occupation_type_employee_571001,"Comerciante, Comercio Al Por Mayor",571001,True,True,True,
occupation_type_employee_571002,"Despachador, Mercaderias/Comercio Al Por Mayor",571002,True,True,True,
occupation_type_employee_571003,"Mayorista, Comercio Al Por Mayor",571003,True,True,True,
occupation_type_employee_571004,"Vendedor, Abarrotes/Comercio Al Por Mayor",571004,True,True,True,
occupation_type_employee_571005,"Vendedor, Proveedor/Comercio Al Por Mayor",571005,True,True,True,
occupation_type_employee_571006,"Vendedor, Comercio Al Por Mayor",571006,True,True,True,
occupation_type_employee_572001,"Comerciante, Articulos Deportivos",572001,True,True,True,
occupation_type_employee_572002,"Comerciante, Articulos Electrodomesticos",572002,True,True,True,
occupation_type_employee_572003,"Comerciante, Boutique",572003,True,True,True,
occupation_type_employee_572004,"Comerciante, Calzado",572004,True,True,True,
occupation_type_employee_572005,"Comerciante, Carros",572005,True,True,True,
occupation_type_employee_572006,"Comerciante, Combustible/Grifero (Despachador De Gasolina)",572006,True,True,True,
occupation_type_employee_572007,"Comerciante, Joyeria Y Relojeria",572007,True,True,True,
occupation_type_employee_572008,"Comerciante, Juguetes",572008,True,True,True,
occupation_type_employee_572009,"Comerciante, Licores",572009,True,True,True,
occupation_type_employee_572010,"Comerciante, Loza Y Porcelana",572010,True,True,True,
occupation_type_employee_572011,"Comerciante, Muebles",572011,True,True,True,
occupation_type_employee_572012,"Comerciante, Optica",572012,True,True,True,
occupation_type_employee_572013,"Comerciante, Prendas De Vestir",572013,True,True,True,
occupation_type_employee_572014,"Comerciante, Repuestos En General",572014,True,True,True,
occupation_type_employee_572015,"Despachador, Mercaderia/Comercio Al Por Menor",572015,True,True,True,
occupation_type_employee_572016,"Vendedor, Abarrotes/Abacero (Bodeguero)",572016,True,True,True,
occupation_type_employee_572017,"Vendedor, Artesania",572017,True,True,True,
occupation_type_employee_572018,"Vendedor, Carbon",572018,True,True,True,
occupation_type_employee_572019,"Vendedor, Carne",572019,True,True,True,
occupation_type_employee_572020,"Vendedor, Carton/Papel",572020,True,True,True,
occupation_type_employee_572021,"Vendedor, Farmacia",572021,True,True,True,
occupation_type_employee_572022,"Vendedor, Cigarrillos",572022,True,True,True,
